"Total_score"	"Unused_score"	"% Cov"	"% Cov (95)"	"Accession"	"Peptides(95%)"	"Proteome_type"	"Cell_line"	"Treatment"	"Compartment"
6,13	6,13	43,7	16,8	"sp|Q16629|SRSF7_HUMAN"	3	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
6,13	6,12	24,2	10,8	"sp|P62081|RS7_HUMAN"	3	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
6,1	6,1	26,5	14,9	"sp|P50914|RL14_HUMAN"	3	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
6,08	6,08	29,4	15,7	"sp|P07910|HNRPC_HUMAN"	4	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
6,08	6,08	18,4	15	"sp|P13760|2B14_HUMAN"	3	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
6,01	6,01	31,6	19,2	"sp|P33241|LSP1_HUMAN"	5	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
6	6	19,9	6,8	"sp|Q2TAY7|SMU1_HUMAN"	3	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
6	6	12	5,8	"sp|O43390|HNRPR_HUMAN"	3	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
5,8	5,8	26,2	13,1	"sp|Q96L21|RL10L_HUMAN"	3	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
5,79	5,79	15,5	3,2	"sp|Q9Y5B9|SP16H_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
5,76	5,76	12,8	3,1	"sp|O75533|SF3B1_HUMAN"	3	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
5,7	5,7	15,7	11,7	"sp|P22695|QCR2_HUMAN"	3	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
5,59	5,59	26	9,5	"sp|P42167|LAP2B_HUMAN"	3	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
5,57	5,57	29,2	15,2	"sp|Q86V81|THOC4_HUMAN"	4	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
5,49	5,49	19,8	12,1	"sp|P36873|PP1G_HUMAN"	3	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
5,43	5,43	35,1	10,3	"sp|P46781|RS9_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
5,42	5,42	28,9	17,4	"sp|P45880|VDAC2_HUMAN"	3	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
5,33	5,33	39,5	18,4	"sp|P62269|RS18_HUMAN"	3	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
5,29	5,29	9,6	2,7	"sp|P42704|LPPRC_HUMAN"	3	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
5,12	5,12	33,8	19,3	"sp|P61254|RL26_HUMAN"	3	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
5,11	5,11	15,1	7,6	"sp|Q8WXF1|PSPC1_HUMAN"	3	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
5,09	5,09	27,7	15,3	"sp|P06734|FCER2_HUMAN"	3	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
4,75	4,75	33,6	12,6	"sp|P60866|RS20_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
4,66	4,66	16,7	16,7	"sp|P05204|HMGN2_HUMAN"	3	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
4,63	4,63	22	8	"sp|P36578|RL4_HUMAN"	3	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
4,58	4,58	16,1	7	"sp|Q14103|HNRPD_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
4,41	4,41	25	10,3	"sp|P46782|RS5_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
4,3	4,3	8,2	5,5	"sp|P04844|RPN2_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
4,28	4,28	34,7	6	"sp|P63244|GBLP_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
4,1	4,1	16	7,7	"sp|Q15717|ELAV1_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
4,06	4,06	15	6,4	"sp|P18754|RCC1_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
4,04	4,04	27,9	15,2	"sp|Q9Y277|VDAC3_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
4	4	5,2	2,8	"sp|Q9UBN7|HDAC6_HUMAN"	9	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
4	4	20,2	8,1	"sp|Q96AG4|LRC59_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
4	4	39,7	24,6	"sp|P62318|SMD3_HUMAN"	3	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
4	4	4,9	2,2	"sp|P55265|DSRAD_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
4	4	9,3	7,3	"sp|Q99986|VRK1_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
4	4	7,9	5,2	"sp|P27824|CALX_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
4	4	18,9	18,9	"sp|P25398|RS12_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
4	3,96	5,4	4,2	"sp|P13639|EF2_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
3,91	3,91	14	4,2	"sp|P52272|HNRPM_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
3,8	3,8	11,8	8,9	"sp|Q00059|TFAM_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
3,78	3,78	19,6	8,5	"sp|Q8NHW5|RLA0L_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
3,61	3,61	12,7	5,2	"sp|P19338|NUCL_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
3,6	3,6	16,1	16,1	"sp|P62266|RS23_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
3,59	3,59	28,2	5,5	"sp|P08621|RU17_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
3,49	3,49	11,1	4,3	"sp|P20700|LMNB1_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
3,41	3,41	11,2	4,4	"sp|P43243|MATR3_HUMAN"	3	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
3,38	3,38	17,1	2,2	"sp|P39023|RL3_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
3,33	3,33	5,9	3,1	"sp|P36776|LONM_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
3,29	3,29	16,3	5,9	"sp|Q96DI7|SNR40_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
3,27	3,27	8,1	2,5	"sp|Q9Y4L1|HYOU1_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
3,26	3,26	7,7	1,7	"sp|P51531|SMCA2_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
3,22	3,22	8,3	3,5	"sp|P53618|COPB_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
3,19	3,19	44,9	24,6	"sp|P62316|SMD2_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
3,15	3,15	14,6	9	"sp|Q05048|CSTF1_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
3,09	3,09	13,9	6,9	"sp|Q12905|ILF2_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,98	2,98	11,4	2,3	"sp|P53621|COPA_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,93	2,93	7,1	7,1	"sp|P62829|RL23_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,91	2,91	6	0,9	"sp|P21333|FLNA_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,89	2,89	10,3	4,2	"sp|P11387|TOP1_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,87	2,87	20,4	4,5	"sp|P13796|PLSL_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,87	2,86	20,7	6,2	"sp|P39019|RS19_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,86	2,86	16,1	4,5	"sp|Q06830|PRDX1_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,8	2,8	15,5	5,8	"sp|Q9H4M9|EHD1_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,77	2,77	3,9	0,9	"sp|P52701|MSH6_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
5,86	2,68	48,2	24,4	"sp|P84103|SRSF3_HUMAN"	3	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,63	2,63	11,6	4,9	"sp|Q9BPW8|NIPS1_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,63	2,63	2,6	1,9	"sp|Q96F07|CYFP2_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,62	2,62	18,2	13	"sp|P32969|RL9_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
4,57	2,5	18,5	5,8	"sp|Q12931|TRAP1_HUMAN"	3	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,47	2,47	10,9	10,9	"sp|P54819|KAD2_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
5,33	2,45	9,9	5,6	"sp|Q92841|DDX17_HUMAN"	3	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,45	2,44	12	1,8	"sp|Q12874|SF3A3_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,41	2,41	18,1	8,3	"sp|P62826|RAN_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,41	2,41	22	9,2	"sp|Q9GZT3|SLIRP_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,39	2,39	14,1	8	"sp|P62753|RS6_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,37	2,37	9,6	1	"sp|Q92922|SMRC1_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
5,9	2,35	59,4	23,4	"sp|P0C0S5|H2AZ_HUMAN"	3	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,35	2,35	27	7,7	"sp|P18124|RL7_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,32	2,32	13,4	6	"sp|P50213|IDH3A_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,31	2,31	6,2	1,2	"sp|Q14683|SMC1A_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,3	2,3	30,9	7,8	"sp|P61313|RL15_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,25	2,25	13,3	1,4	"sp|P54886|P5CS_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,23	2,23	12,3	2,2	"sp|P11940|PABP1_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,23	2,23	13,3	3,3	"sp|Q00325|MPCP_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,2	2,2	15,6	2,1	"sp|P08559|ODPA_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,2	2,2	13,4	4,5	"sp|Q14165|MLEC_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,19	2,19	24,9	7,3	"sp|P32970|CD70_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,15	2,15	14,7	2,8	"sp|Q9UQ80|PA2G4_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,14	2,14	9,4	3,4	"sp|Q9BZZ5|API5_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,13	2,13	44,2	7,4	"sp|Q07020|RL18_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,13	2,12	14,8	14,8	"sp|P08708|RS17_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
4,67	2,06	21,8	6,9	"sp|Q04826|1B40_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,06	2,06	5,1	0,6	"sp|Q8TDI0|CHD5_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,05	2,05	5	2,1	"sp|Q14978|NOLC1_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
4,05	2,04	17,7	6,9	"sp|P60842|IF4A1_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,04	2,04	14,1	1,4	"sp|Q9Y2W1|TR150_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,04	2,04	18,5	7,9	"sp|O43809|CPSF5_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,03	2,03	26,2	4,9	"sp|Q15287|RNPS1_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,03	2,03	5,7	2	"sp|P78347|GTF2I_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2,01	2,01	5	1,2	"sp|Q00341|VIGLN_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
47,18	2	68,3	63,5	"sp|P60709|ACTB_HUMAN"	51	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
9,41	2	44,6	35,4	"sp|P04908|H2A1B_HUMAN"	5	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
3	2	25,6	7,9	"sp|Q13151|ROA0_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2	2	28,7	3,2	"sp|Q13595|TRA2A_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2	2	7,1	1,7	"sp|Q86YZ3|HORN_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2	2	17,1	5,6	"sp|Q15365|PCBP1_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2	2	4,3	1,7	"sp|O60841|IF2P_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2	2	5,7	1,3	"sp|Q9Y3T9|NOC2L_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2	2	29,2	10,8	"sp|P62244|RS15A_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2	2	5	1,8	"sp|P49756|RBM25_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2	2	3,1	1,1	"sp|P46977|STT3A_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2	2	13	7,6	"sp|Q9UNL2|SSRG_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2	2	5,3	2,4	"sp|Q9H0S4|DDX47_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2	2	4	2,7	"sp|Q86UE4|LYRIC_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2	2	18,8	9	"sp|P62847|RS24_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2	2	15,6	9,4	"sp|P55769|NH2L1_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2	2	7,8	4,9	"sp|P31942|HNRH3_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2	2	14,6	9,1	"sp|P30050|RL12_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2	2	12,4	6,5	"sp|P13073|COX41_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2	2	4,9	2,2	"sp|O94925|GLSK_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2	2	2,3	2,3	"sp|Q9Y383|LC7L2_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2	2	10,1	10,1	"sp|Q9HB71|CYBP_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2	2	10,6	10,6	"sp|P69905|HBA_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2	2	18,6	18,6	"sp|P63173|RL38_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2	2	13,8	13,8	"sp|P56134|ATPK_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2	2	5,2	5,2	"sp|P43307|SSRA_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2	2	3,1	3,1	"sp|P24539|AT5F1_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
2	2	5,5	5,5	"sp|P05161|ISG15_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,95	1,95	13,1	3,8	"sp|Q96C36|P5CR2_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,92	1,92	8,8	3,5	"sp|Q9Y265|RUVB1_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,92	1,92	6	4,1	"sp|O75306|NDUS2_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,91	1,91	27,1	2,5	"sp|O95232|LC7L3_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,89	1,89	12,3	4,9	"sp|P08574|CY1_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,85	1,85	8,7	3,7	"sp|P36542|ATPG_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,85	1,85	3,1	3,1	"sp|Q99832|TCPH_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,82	1,82	7,4	3,4	"sp|Q9ULV4|COR1C_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,81	1,81	5,1	5,1	"sp|P47756|CAPZB_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,8	1,8	7,5	3,1	"sp|Q9Y2Z4|SYYM_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,8	1,8	4,1	1,5	"sp|Q8NI36|WDR36_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,77	1,77	8,8	4,4	"sp|P00403|COX2_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,77	1,77	10,5	10,5	"sp|O00422|SAP18_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,73	1,73	23,7	13,6	"sp|P62861|RS30_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,72	1,72	4	1,1	"sp|Q8N3U4|STAG2_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,7	1,7	15,4	6,3	"sp|P52907|CAZA1_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,68	1,68	8,7	1,5	"sp|P29350|PTN6_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,67	1,67	12,5	2,5	"sp|Q92769|HDAC2_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,66	1,66	13	7,6	"sp|P27144|KAD4_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,61	1,61	13,1	4,6	"sp|P17480|UBF1_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,6	1,6	6,6	1,3	"sp|P05771|KPCB_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,6	1,6	6,4	2,5	"sp|O60832|DKC1_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,57	1,57	18,5	7,1	"sp|P46777|RL5_HUMAN"	2	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,57	1,57	2,6	1,6	"sp|Q13724|MOGS_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,57	1,57	2,8	2,8	"sp|Q9Y3I0|RTCB_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,54	1,54	32,1	6,8	"sp|P16402|H13_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,52	1,52	19	4,4	"sp|P62280|RS11_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,52	1,52	5,7	3,2	"sp|P35637|FUS_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,52	1,52	4	4	"sp|Q15005|SPCS2_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,5	1,5	31,4	4,1	"sp|Q13247|SRSF6_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,49	1,49	2	1,1	"sp|Q16531|DDB1_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,45	1,45	14,5	2,5	"sp|Q07666|KHDR1_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,4	1,4	19,6	8,3	"sp|P14678|RSMB_HUMAN"	3	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,38	1,38	11,8	1	"sp|Q9BUQ8|DDX23_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,37	1,37	13	13	"sp|Q7Z4Y8|AT5L2_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,35	1,35	10,5	2,4	"sp|O94776|MTA2_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,31	1,31	5,2	2	"sp|O00567|NOP56_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
1,29	1,29	10	2,8	"sp|P40939|ECHA_HUMAN"	1	"UBD_HDAC6"	"RPMI8226"	"FC"	"N"
14,18	14,18	55,5	28,5	"sp|P63261|ACTG_HUMAN"	7	"UBD_HDAC6"	"Im9"	"K"	"C"
7,23	7,23	31,5	12,4	"sp|P07437|TBB5_HUMAN"	4	"UBD_HDAC6"	"Im9"	"K"	"C"
6,09	6,09	39,9	12,9	"sp|Q71U36|TBA1A_HUMAN"	4	"UBD_HDAC6"	"Im9"	"K"	"C"
5,36	5,36	31,8	11,4	"sp|P26641|EF1G_HUMAN"	4	"UBD_HDAC6"	"Im9"	"K"	"C"
3,81	3,81	21,3	10,5	"sp|P16152|CBR1_HUMAN"	2	"UBD_HDAC6"	"Im9"	"K"	"C"
3,04	3,04	8,7	2,6	"sp|Q9UBN7|HDAC6_HUMAN"	5	"UBD_HDAC6"	"Im9"	"K"	"C"
2,69	2,69	32,3	2,6	"sp|Q5VTE0|EF1A3_HUMAN"	1	"UBD_HDAC6"	"Im9"	"K"	"C"
1,64	1,64	11,2	1,7	"sp|Q86YZ3|HORN_HUMAN"	1	"UBD_HDAC6"	"Im9"	"K"	"C"
1,12	1,12	18,2	5,8	"sp|P31944|CASPE_HUMAN"	1	"UBD_HDAC6"	"Im9"	"K"	"C"
25,34	25,34	58,9	45,1	"sp|P63261|ACTG_HUMAN"	16	"UBD_HDAC6"	"Im9"	"K"	"N"
18,54	18,54	29,3	24,8	"sp|P10809|CH60_HUMAN"	11	"UBD_HDAC6"	"Im9"	"K"	"N"
12,6	12,6	45,6	16,4	"sp|P22626|ROA2_HUMAN"	5	"UBD_HDAC6"	"Im9"	"K"	"N"
10,64	10,64	31,1	14,7	"sp|P61978|HNRPK_HUMAN"	6	"UBD_HDAC6"	"Im9"	"K"	"N"
7,52	7,52	12,4	6,2	"sp|Q7KZF4|SND1_HUMAN"	4	"UBD_HDAC6"	"Im9"	"K"	"N"
7,5	7,5	21,8	7,6	"sp|P23246|SFPQ_HUMAN"	4	"UBD_HDAC6"	"Im9"	"K"	"N"
7,36	7,36	56,2	32,3	"sp|Q93077|H2A1C_HUMAN"	4	"UBD_HDAC6"	"Im9"	"K"	"N"
7,33	7,33	20,8	10	"sp|Q5VTE0|EF1A3_HUMAN"	4	"UBD_HDAC6"	"Im9"	"K"	"N"
6,83	6,83	14,9	3,6	"sp|P14625|ENPL_HUMAN"	3	"UBD_HDAC6"	"Im9"	"K"	"N"
7,24	6,79	48,4	16,7	"sp|P09651|ROA1_HUMAN"	5	"UBD_HDAC6"	"Im9"	"K"	"N"
6,46	6,46	22,3	11,5	"sp|Q15233|NONO_HUMAN"	5	"UBD_HDAC6"	"Im9"	"K"	"N"
6,08	6,08	10,7	9	"sp|P26599|PTBP1_HUMAN"	4	"UBD_HDAC6"	"Im9"	"K"	"N"
6	6	50,8	27,8	"sp|Q99879|H2B1M_HUMAN"	4	"UBD_HDAC6"	"Im9"	"K"	"N"
5,81	5,81	36	24,4	"sp|P84103|SRSF3_HUMAN"	3	"UBD_HDAC6"	"Im9"	"K"	"N"
5,57	5,57	15,7	7,2	"sp|Q13838|DX39B_HUMAN"	3	"UBD_HDAC6"	"Im9"	"K"	"N"
5,28	5,28	43,7	20,4	"sp|P62805|H4_HUMAN"	3	"UBD_HDAC6"	"Im9"	"K"	"N"
5,12	5,12	15,1	4,2	"sp|P14866|HNRPL_HUMAN"	2	"UBD_HDAC6"	"Im9"	"K"	"N"
4,88	4,88	18,1	3,4	"sp|P00367|DHE3_HUMAN"	2	"UBD_HDAC6"	"Im9"	"K"	"N"
4,43	4,43	22,4	11,3	"sp|P49411|EFTU_HUMAN"	3	"UBD_HDAC6"	"Im9"	"K"	"N"
4,36	4,36	4,2	2,6	"sp|Q9UBN7|HDAC6_HUMAN"	5	"UBD_HDAC6"	"Im9"	"K"	"N"
4,1	4,1	7,6	2,1	"sp|Q08211|DHX9_HUMAN"	2	"UBD_HDAC6"	"Im9"	"K"	"N"
4,05	4,05	17,6	5,8	"sp|P31943|HNRH1_HUMAN"	2	"UBD_HDAC6"	"Im9"	"K"	"N"
4,05	4,04	24,3	7,8	"sp|P22087|FBRL_HUMAN"	2	"UBD_HDAC6"	"Im9"	"K"	"N"
4,02	4,02	28,2	8,1	"sp|Q07955|SRSF1_HUMAN"	2	"UBD_HDAC6"	"Im9"	"K"	"N"
4	4	17,1	17,1	"sp|P09211|GSTP1_HUMAN"	2	"UBD_HDAC6"	"Im9"	"K"	"N"
3,94	3,94	7,4	0,4	"sp|P78527|PRKDC_HUMAN"	1	"UBD_HDAC6"	"Im9"	"K"	"N"
3,68	3,68	8,2	3,1	"sp|P13010|XRCC5_HUMAN"	2	"UBD_HDAC6"	"Im9"	"K"	"N"
3,65	3,65	13,9	4,1	"sp|P13796|PLSL_HUMAN"	2	"UBD_HDAC6"	"Im9"	"K"	"N"
3,52	3,52	28,8	6,5	"sp|P07910|HNRPC_HUMAN"	2	"UBD_HDAC6"	"Im9"	"K"	"N"
3,39	3,39	4,4	2,3	"sp|Q15393|SF3B3_HUMAN"	2	"UBD_HDAC6"	"Im9"	"K"	"N"
